Company Name,Job Title,Average Salary,Industry,Location,Min Salary,Max Salary
22nd Century Technologies,System/Data Analyst,38.5,IT Services,"Austin, TX",35,42
Octo Consulting Group,Data Warehouse Analyst,38.5,Consulting,"Austin, TX",35,42
Seven Seven Softwares,Data Analyst III,38.5,IT Services,"Austin, TX",35,42
Wellcare,Data Analyst III,38.5,Insurance Carriers,"Austin, TX",35,42
Central Health,Senior Strategy Data Analyst,38.5,Health Care Services & Hospitals,"Austin, TX",35,42
Texas Health & Human Services Commission,Data Analyst IV,38.5,State & Regional Agencies,"Austin, TX",35,42
Ascension,Clinical Data Management - Technical Analyst,38.5,Health Care Services & Hospitals,"Austin, TX",35,42
BayOne Solutions,Splunk Data Analyst,38.5,IT Services,"Austin, TX",35,42
Superior HealthPlan,Data Analyst III,38.5,Health Care Services & Hospitals,"Austin, TX",35,42
"Staffigo Technical Services, LLC",Data Analyst Junior,38.5,IT Services,"Austin, TX",35,42
Texas Water Development Board,20-63 Flood Planning Data Analyst (Data Analyst III),38.5,State & Regional Agencies,"Austin, TX",35,42
GasPedal,Leading Data-Driven Change -- Data Industry Analyst,38.5,Membership Organizations,"Austin, TX",35,42
"Smartwebs, Inc.",SQL Data and Integration Analyst,38.5,Advertising & Marketing,"Round Rock, TX",35,42
GasPedal,Industry Analyst -- Data Science and Strategy,38.5,Membership Organizations,"Austin, TX",35,42
Hyliion,Simulation Data Analyst,38.5,Trucking,"Cedar Park, TX",35,42
Centene Corporation,Data Analyst III,38.5,Insurance Carriers,"Austin, TX",35,42
"Quantilus, Inc",Senior Data Analyst / Senior BI and Insights Analyst,38.5,IT Services,"Round Rock, TX",35,42
Texas Education Agency,"Associate, Strategy and Operations (Data Analyst IV)",38.5,State & Regional Agencies,"Austin, TX",35,42
Texas Water Development Board,19-84R Team Lead (Data Analyst IV),60.0,State & Regional Agencies,"Austin, TX",43,77
The Judge Group,Data Lineage Analyst,60.0,Staffing & Outsourcing,"Round Rock, TX",43,77
TEXAS DEPARTMENT OF PUBLIC SAFETY,DPS - FIN - CAPPS Financial Senior Data Analyst,60.0,Municipal Governments,"Austin, TX",43,77
CSI Tech Inc.,Data Analyst,56.0,Staffing & Outsourcing,"Jacksonville, FL",40,72
Robert Half,Data Reporting Analyst,56.0,Staffing & Outsourcing,"Jacksonville, FL",40,72
Deutsche Bank,USGAAP Financial and Reference Data Control Analyst Analyst,56.0,Investment Banking & Asset Management,"Jacksonville, FL",40,72
Software Guidance & Assistance,Business/Data Analyst,56.0,Staffing & Outsourcing,"Jacksonville, FL",40,72
"Staffigo Technical Services, LLC",Junior Data Analyst,56.0,IT Services,"Jacksonville, FL",40,72
SGA Inc.,Business/Data Analyst,56.0,Architectural & Engineering Services,"Jacksonville, FL",40,72
SNI Technology,Data Analyst,56.0,Staffing & Outsourcing,"Jacksonville, FL",40,72
Deutsche Bank,"Assistant Vice President, Anti Financial Crime Data Quality Analyst - {KP4457495}",56.0,Investment Banking & Asset Management,"Jacksonville, FL",40,72
BTG,Senior Data Analyst,56.0,Advertising & Marketing,"Jacksonville, FL",40,72
"Staffigo Technical Services, LLC",Data Analyst,56.0,IT Services,"Jacksonville, FL",40,72
Deutsche Bank,"Assistant Vice President, Anti Financial Crime Data Quality Analyst",56.0,Investment Banking & Asset Management,"Jacksonville, FL",40,72
"Staffigo Technical Services, LLC",Data Analyst Junior,56.0,IT Services,"Jacksonville, FL",40,72
Kemper,Sr. Data Analyst - Guidewire Data Hub,56.0,Insurance Carriers,"Jacksonville, FL",40,72
ARC Group,Senior Data Analyst- Guidewire Data Hub,56.0,Investment Banking & Asset Management,"Jacksonville, FL",40,72
American Recruiting & Consulting Group,Guidewire Data Analyst,56.0,Staffing & Outsourcing,"Jacksonville, FL",40,72
Diverse Lynx,System Analyst (Data) - PL/SQl Server,56.0,IT Services,"Jacksonville, FL",40,72
Textron,"Data Analyst, Military Forecasting",68.0,Aerospace & Defense,"Fort Worth, TX",50,86
CornerStone Staffing,Medical Data Analyst,68.0,Staffing & Outsourcing,"Fort Worth, TX",50,86
Thinkfind Corporation,Data Analyst,68.0,IT Services,"Fort Worth, TX",50,86
Bell Helicopter,"Data Analyst, Military Forecasting",68.0,Aerospace & Defense,"Fort Worth, TX",50,86
E Business International,Data Reporting Analyst,68.0,IT Services,"Fort Worth, TX",50,86
"InfoVision, Inc.",Data Analyst,68.0,IT Services,"Irving, TX",50,86
Company Confidenital,Data Analyst Assistant,68.0,Staffing & Outsourcing,"Fort Worth, TX",50,86
Lockheed Martin,Systems Engineer - Data Analyst (Level 3),68.0,Aerospace & Defense,"Fort Worth, TX",50,86
GM Financial,Sr Data Analyst,68.0,Lending,"Fort Worth, TX",50,86
Samsung HVAC,Data/Sales Analyst,68.0,Commercial Equipment Repair & Maintenance,"Roanoke, TX",50,86
"SUNSET LOGISTICS, INC",Data/Financial Analyst,51.0,Transportation Management,"Fort Worth, TX",35,67
Prudent Technologies & Consulting,Data Analyst - Intelligent Automation,51.0,IT Services,"Fort Worth, TX",35,67
System Soft Technologies,(Risk Data Analyst),51.0,IT Services,"Fort Worth, TX",35,67
Fidelity TalentSource,Systems Analyst - Data Conversion,51.0,Staffing & Outsourcing,"Westlake, TX",35,67
System Soft Technologies,(Data Risk Analyst: Data Modeler),51.0,IT Services,"Fort Worth, TX",35,67
InfoQuest Consulting Group,+ Global Process Data Analyst,63.5,Computer Hardware & Software,"Fort Worth, TX",57,70
"Global Technical Talent, LLC",BI Data Analyst / Specialist,63.5,IT Services,"Westlake, TX",57,70
CyberCoders,Data Analyst,40.0,Staffing & Outsourcing,"Columbus, OH",28,52
Olive,Data Analyst,40.0,Enterprise Software & Network Solutions,"Columbus, OH",28,52
Nationwide Children's Hospital,Data Analyst-Quality Improvement Services,40.0,Health Care Services & Hospitals,"Columbus, OH",28,52
The Paragon Group,Data Analyst,40.0,Banks & Credit Unions,"Columbus, OH",28,52
Abercrombie & Fitch Co.,Fraud Data Analyst,40.0,"Department, Clothing, & Shoe Stores","Columbus, OH",28,52
JPMorgan Chase,Software Engineer - Data Analyst,40.0,Investment Banking & Asset Management,"Columbus, OH",28,52
DHL,Business Data Analyst,40.0,Logistics & Supply Chain,"Westerville, OH",28,52
Abbott Laboratories,Business Analyst / Data Scientist Manager,40.0,Health Care Services & Hospitals,"Columbus, OH",28,52
"Staffigo Technical Services, LLC",Junior Data Analyst,40.0,IT Services,"Columbus, OH",28,52
Economic and Community Development Institute,Program Data Analyst,40.0,Lending,"Columbus, OH",28,52
"Avacend, Inc.",Business Data Analyst - I,40.0,Staffing & Outsourcing,"Hilliard, OH",28,52
Nationwide Children's Hospital,Planning Analyst - Data Resource Center,40.0,Health Care Services & Hospitals,"Columbus, OH",28,52
Data Systems Integration Group Inc,Data Analyst,40.0,Accounting,"Columbus, OH",28,52
"Staffigo Technical Services, LLC",Data Analyst,40.0,IT Services,"Columbus, OH",28,52
Buckeye Health Plan,"Data Analyst II(Claims,SQL,Billing,Healthcare)",40.0,Health Care Services & Hospitals,"Columbus, OH",28,52
Beacon Hill Staffing Group,Data Analyst,40.0,Staffing & Outsourcing,"Columbus, OH",28,52
Revel IT,Data Validation Analyst,40.0,IT Services,"Dublin, OH",28,52
Avani Technology Solutions,"JPSC-7975 - Data Analyst Lead- Columbus, OH (LOCAL CANDIDATES ONLY)",40.0,IT Services,"Columbus, OH",28,52
Nationwide Children's Hospital,Data Statistics Analyst PFK - Care Coordination,40.0,Health Care Services & Hospitals,"Columbus, OH",28,52
"Staffigo Technical Services, LLC",Data Analyst Junior,40.0,IT Services,"Columbus, OH",28,52
"Avacend, Inc.",Analyst: Data Analytics,40.0,Staffing & Outsourcing,"Hilliard, OH",28,52
"Amyx, Inc.",Information Security and Data Protection Analyst,40.0,IT Services,"Columbus, OH",28,52
"Dedicated Tech Services, Inc.",Technical Data Analyst,40.0,IT Services,"Dublin, OH",28,52
Abbott,"Data Scientist/Programmer, Sr. Analyst - Abbott Nutrition - Columbus, OH",40.0,Health Care Services & Hospitals,"Columbus, OH",28,52
Buckeye Health Plan,"Data Analyst III (Population Health , Pharmacy, SQL)",66.0,Health Care Services & Hospitals,"Columbus, OH",46,86
Nationwide Childrens Hospital,Data Statistics Analyst PFK Care Coordination,66.0,Health Care Services & Hospitals,"Columbus, OH",46,86
"JPMorgan Chase Bank, N.A.",Software Engineer - Senior Data Analyst,66.0,Investment Banking & Asset Management,"Columbus, OH",46,86
Creative Financial Staffing,Sr Data Analyst,66.0,Staffing & Outsourcing,"Westerville, OH",46,86
Wells Fargo,Analytic Consultant 4 - Data Analyst,68.0,Banks & Credit Unions,"Charlotte, NC",50,86
Brighthouse Financial,Operations Data Analyst,68.0,Insurance Carriers,"Charlotte, NC",50,86
Accenture,Federal - Data Analyst,68.0,Consulting,"Charlotte, NC",50,86
Tata Consultancy Services,Data Analyst,68.0,Computer Hardware & Software,"Charlotte, NC",50,86
Trivest,Marketing Data Analyst,68.0,Venture Capital & Private Equity,"Mooresville, NC",50,86
pureIntegration,Data Analyst I (Strong Salesforce.com),68.0,Enterprise Software & Network Solutions,"Charlotte, NC",50,86
Kforce,Data Analyst I,68.0,Staffing & Outsourcing,"Charlotte, NC",50,86
Collabera,Data Analyst,68.0,IT Services,"Charlotte, NC",50,86
TEKsystems,Data Analyst,68.0,Staffing & Outsourcing,"Charlotte, NC",50,86
Artech LLC,Data Analyst,68.0,Staffing & Outsourcing,"Charlotte, NC",50,86
Randstad,Financial Data Analyst,68.0,Staffing & Outsourcing,"Charlotte, NC",50,86
Matlen Silver,Data Analyst,68.0,IT Services,"Charlotte, NC",50,86
Randstad,Data Analyst,68.0,Staffing & Outsourcing,"Charlotte, NC",50,86
Diversant LLC,Data Analyst,68.0,Staffing & Outsourcing,"Charlotte, NC",50,86
Signature Consultants,Data Science Analyst,68.0,Staffing & Outsourcing,"Charlotte, NC",50,86
Sysmind LLC,Data Analyst,68.0,Enterprise Software & Network Solutions,"Charlotte, NC",50,86
Tata Consultancy Services (North America),Data Analyst,68.0,IT Services,"Charlotte, NC",50,86
Robert Half,Business Data Analyst,68.0,Staffing & Outsourcing,"Charlotte, NC",50,86
Kforce,Data Analyst,68.0,Staffing & Outsourcing,"Charlotte, NC",50,86
TEKsystems,Data Business Analyst,68.0,Staffing & Outsourcing,"Charlotte, NC",50,86
"Staffigo Technical Services, LLC",Junior Data Analyst,68.0,IT Services,"Charlotte, NC",50,86
"Conch Technologies, Inc",Data Analyst,68.0,Consulting,"Charlotte, NC",50,86
Neo Prism Solutions,Data Analyst,68.0,Accounting,"Charlotte, NC",50,86
"TEKsystems, Inc",Data Management Analyst,68.0,Staffing & Outsourcing,"Charlotte, NC",50,86
"Resource Logistics, Inc.",Data analyst,68.0,Logistics & Supply Chain,"Charlotte, NC",50,86
Diverse Lynx,Data Analyst,68.0,IT Services,"Charlotte, NC",50,86
Vanguard,Senior CX Data Analyst,68.0,Investment Banking & Asset Management,"Charlotte, NC",50,86
Vaco Technology,Data Engineer/Analyst,68.0,Consulting,"Charlotte, NC",50,86
OrthoCarolina,Quality Data Analyst,64.5,Health Care Services & Hospitals,"Charlotte, NC",54,75
American Tire Distributors,Data Visualization Analyst,64.5,Logistics & Supply Chain,"Huntersville, NC",54,75
NTT DATA Corporation,Senior Data Analyst,64.5,IT Services,"Charlotte, NC",54,75
Apex Systems,HR Data Analyst,64.5,Staffing & Outsourcing,"Charlotte, NC",54,75
Signature Consultants,Data Analyst/Business Analyst,64.5,Staffing & Outsourcing,"Charlotte, NC",54,75
eTeam Inc.,Data Analyst,64.5,Staffing & Outsourcing,"Charlotte, NC",54,75
"Nesco Resource, LLC",BI Data Analyst,64.5,Staffing & Outsourcing,"Fort Mill, SC",54,75
RGP,Data Analyst,64.5,Consulting,"Charlotte, NC",54,75
Truist,Enterprise Data Office Analyst IV,64.5,Investment Banking & Asset Management,"Charlotte, NC",54,75
Parks Heating & Cooling,Data Analyst,64.5,General Repair & Maintenance,"Indian Trail, NC",54,75
Randstad,Systems/Data Analyst,64.5,Staffing & Outsourcing,"Charlotte, NC",54,75
"Conch Technologies, Inc",Data Analyst (Real Time Data Consultant Needed),64.5,Consulting,"Charlotte, NC",54,75
PCR Staffing,Data Visualization Analyst,64.5,Computer Hardware & Software,"Huntersville, NC",54,75
Tek Leaders,57072 - Market data Analyst - 100 % remote,64.5,IT Services,"Charlotte, NC",54,75
DATA Inc.,Application Programmer V/ Database Developer/ Data Analyst,64.5,IT Services,"Charlotte, NC",54,75
"Staffigo Technical Services, LLC",Data Analyst,64.5,IT Services,"Charlotte, NC",54,75
London Stock Exchange Group,Data Standardization Analyst(s),64.5,Stock Exchanges,"Charlotte, NC",54,75
Kforce,DATA MGMT ANALYST,64.5,Staffing & Outsourcing,"Charlotte, NC",54,75
NTT DATA Services,"Data Quality Analyst, Financial Services",64.5,IT Services,"Charlotte, NC",54,75
"TEKsystems, Inc",Data Governance Analyst,64.5,Staffing & Outsourcing,"Charlotte, NC",54,75
Cardinal Innovations Healthcare,Data Integration Analyst,64.5,Health Care Services & Hospitals,"Charlotte, NC",54,75
CYNET SYSTEMS,Data Analyst with Banking Domain,64.5,IT Services,"Charlotte, NC",54,75
Collabera,Data Analyst - Metadata Analyst,76.0,IT Services,"Fort Mill, SC",53,99
PCR Staffing,Business Data Analyst,76.0,Computer Hardware & Software,"Huntersville, NC",53,99
Randstad,Senior Data Analyst,76.0,Staffing & Outsourcing,"Charlotte, NC",53,99
Kforce,Senior Business Analyst / Data Analyst,76.0,Staffing & Outsourcing,"Charlotte, NC",53,99
Vaco Technology,Data Visualization Analyst - N.,76.0,Consulting,"Charlotte, NC",53,99
DATA Inc.,Application Programmer V/ Senior Data Analyst,76.0,IT Services,"Charlotte, NC",53,99
"Infovisa, Inc.",Trust Application Data Analyst,76.0,Computer Hardware & Software,"Charlotte, NC",53,99
Open Systems Technologies (NYC),Data Analyst 127909,76.0,Staffing & Outsourcing,"Charlotte, NC",53,99
Lowe's,Item Data Maintenance Analyst,76.0,Home Centers & Hardware Stores,"Mooresville, NC",53,99
SGA Inc.,Marketing Data Analyst - Remote,76.0,Architectural & Engineering Services,"Charlotte, NC",53,99
American Tire Distributors,Technical Data Analyst,76.0,Logistics & Supply Chain,"Huntersville, NC",53,99
"Staffigo Technical Services, LLC",Data Analyst Junior,76.0,IT Services,"Charlotte, NC",53,99
Driven Brands,Senior Data Analyst,76.0,Automotive Parts & Accessories Stores,"Charlotte, NC",53,99
Tachyon Technologies LLC,Business + Data Analyst,76.0,IT Services,"Charlotte, NC",53,99
Lowe's,"Analyst, Product Content Data Quality",76.0,Home Centers & Hardware Stores,"Mooresville, NC",53,99
Canvas InfoTech Inc.,"QA Analyst Big Data/ETL - Charlotte, NC (W2 ONLY)",76.0,Staffing & Outsourcing,"Charlotte, NC",53,99
"PruTech Solutions, Inc.",Reporting /Data Analyst,76.0,IT Services,"Charlotte, NC",53,99
DATA Inc.,Application Architect V/ Data Analyst,76.0,IT Services,"Charlotte, NC",53,99
Bank of America,Sr. Data Technology Analyst,76.0,Banks & Credit Unions,"Charlotte, NC",53,99
Transportation Insight,"Data Optimization Analyst (Position In Hickory, NC)",76.0,Logistics & Supply Chain,"Charlotte, NC",53,99
MUFG,Technology Control Analyst - AVP (Chief Data Office),57.0,Banks & Credit Unions,"Charlotte, NC",40,74
Midan Marketing,DIGITAL DATA/INSIGHTS ANALYST,57.0,Advertising & Marketing,"Mooresville, NC",40,74
Signature Consultants,Data Mgmt Analyst w/Traded Products,57.0,Staffing & Outsourcing,"Charlotte, NC",40,74
Brighthouse Financial,Data Governance Business Information Analyst,57.0,Insurance Carriers,"Charlotte, NC",40,74
Accenture Federal Services,Data Analyst with Security Clearance,57.0,IT Services,"Charlotte, NC",40,74
Lowe's,"Data Analyst, Data Activation",57.0,Home Centers & Hardware Stores,"Mooresville, NC",40,74
"PruTech Solutions, Inc.",QA Analyst with MongoDB / Big Data,57.0,IT Services,"Charlotte, NC",40,74
Lowe's,"Sr. Analyst, Product Content Data Quality",57.0,Home Centers & Hardware Stores,"Mooresville, NC",40,74
Autodesk,Data Visualization Analyst,80.5,Computer Hardware & Software,"San Francisco, CA",57,104
Vionic Group,Digital Marketing & ECommerce Data Analyst,80.5,"Department, Clothing, & Shoe Stores","San Rafael, CA",57,104
Life360,Senior Data Analyst,80.5,Internet,"San Francisco, CA",57,104
NCSOFT,Data Analyst,80.5,Video Games,"San Mateo, CA",57,104
Autodesk,Senior Data Analyst,80.5,Computer Hardware & Software,"San Francisco, CA",57,104
LaunchDarkly,Data Analyst,80.5,Enterprise Software & Network Solutions,"Oakland, CA",57,104
Edmodo,Data Analyst,80.5,Education Training Services,"San Mateo, CA",57,104
Doximity,Data Analyst,80.5,Enterprise Software & Network Solutions,"San Francisco, CA",57,104
Freedom Financial Network,Sr. Data Analyst (Marketing Department),80.5,Investment Banking & Asset Management,"San Mateo, CA",57,104
AppleOne,Immediate Need For Data Analyst,80.5,Staffing & Outsourcing,"San Francisco, CA",57,104
PubNub,"Senior Analyst, Data & Analytics",80.5,Internet,"San Francisco, CA",57,104
Giving Assistant,Mid-Level Data Analyst,80.5,Advertising & Marketing,"San Francisco, CA",57,104
nWay,Data Analyst,80.5,Computer Hardware & Software,"San Francisco, CA",57,104
Perficient,Healthcare Data Analyst,80.5,IT Services,"San Francisco, CA",57,104
Mindstrong,Data Analyst,80.5,IT Services,"San Francisco, CA",57,104
LiveCareer,Product Data Analyst,80.5,Internet,"San Francisco, CA",57,104
Mondo,Data Analyst,80.5,Staffing & Outsourcing,"San Francisco, CA",57,104
Spin,Data Analyst,80.5,Computer Hardware & Software,"San Francisco, CA",57,104
Elevate Labs,Temporary Part Time Data Analyst (Remote - North & South America),80.5,Computer Hardware & Software,"San Francisco, CA",57,104
Deliverr Inc,Data Analyst (Finance),80.5,Logistics & Supply Chain,"San Francisco, CA",57,104
Angaza,Data Analyst,80.5,Enterprise Software & Network Solutions,"San Francisco, CA",57,104
Mondo,User Acquisition Data Analyst,80.5,Staffing & Outsourcing,"San Francisco, CA",57,104
Snowflake Computing,Data Analyst,80.5,Enterprise Software & Network Solutions,"San Mateo, CA",57,104
CBRE,"Data Analyst, Remote East Coast",80.5,Real Estate,"San Francisco, CA",57,104
Duetto,Data Analyst,80.5,Enterprise Software & Network Solutions,"San Francisco, CA",57,104
"Rodan and Fields, LLC",Data Analyst Chemist - Quality System Contractor,80.5,Beauty & Personal Accessories Stores,"San Francisco, CA",57,104
SGA Inc.,DATA Analyst-Remote,138.5,Architectural & Engineering Services,"San Francisco, CA",99,178
Veem,Data Analyst,138.5,Financial Transaction Processing,"San Francisco, CA",99,178
Coinbase,Operations Data Analyst,138.5,Internet,"San Francisco, CA",99,178
Trifacta,Product Data Analyst,138.5,Computer Hardware & Software,"San Francisco, CA",99,178
Wilbur Labs,Data Scientist/Analyst - Wilbur Labs,138.5,Internet,"San Francisco, CA",99,178
Hinge Health,Data Analyst,138.5,Health Care Services & Hospitals,"San Francisco, CA",99,178
User Testing,Marketing Data Analyst,138.5,Enterprise Software & Network Solutions,"San Francisco, CA",99,178
Shorenstein Realty Services L.P.,Data and Reporting Analyst,138.5,Real Estate,"San Francisco, CA",99,178
PlushCare,Business Data Analyst,138.5,Health Care Services & Hospitals,"San Francisco, CA",99,178
UCSF Medical Center,Research Data Analyst,138.5,Health Care Services & Hospitals,"San Francisco, CA",99,178
Motiv Power Systems,Data Analyst,138.5,Electrical & Electronic Manufacturing,"San Francisco, CA",99,178
Upstart,Data Analyst,138.5,Lending,"San Mateo, CA",99,178
Credible,Business Intelligence Data Modeler/Analyst,138.5,Lending,"San Francisco, CA",99,178
Priceonomics,Data Studio Analyst,138.5,Internet,"San Francisco, CA",99,178
BOLD,Product Data Analyst,138.5,Internet,"San Francisco, CA",99,178
Flatiron Health,Clinical Data Analyst,138.5,Enterprise Software & Network Solutions,"San Francisco, CA",99,178
thredUP,Data Analyst,138.5,"Department, Clothing, & Shoe Stores","Oakland, CA",99,178
Artech LLC,Data Analyst,138.5,Staffing & Outsourcing,"San Francisco, CA",99,178
ICONMA,Data Analyst,138.5,Staffing & Outsourcing,"San Francisco, CA",99,178
UCSF Medical Center,Data Systems Analyst,138.5,Health Care Services & Hospitals,"San Francisco, CA",99,178
The Voleon Group,Data Analyst,138.5,Investment Banking & Asset Management,"Berkeley, CA",99,178
Redfin,Senior Data Analyst,138.5,Real Estate,"San Francisco, CA",99,178
Twitter,Senior Data Analyst,138.5,Internet,"San Francisco, CA",99,178
"Impaq International, Llc",Data Analyst - Health,126.0,Consulting,"Oakland, CA",93,159
Turn/River Capital,Operations Data Analyst,126.0,Venture Capital & Private Equity,"San Francisco, CA",93,159
Diverse Lynx,Data Analyst,126.0,IT Services,"San Francisco, CA",93,159
EY,"Data Analyst, Data & Analytics (Advanced Analytics) Manager (Multiple Positions)",126.0,Accounting,"San Francisco, CA",93,159
RGP,Data Analyst,126.0,Consulting,"San Francisco, CA",93,159
"Evolver, Inc.",Market Data Services Analyst,126.0,IT Services,"San Francisco, CA",93,159
Lyft,"Financial Data Analyst, FP&A and Accounting",126.0,Computer Hardware & Software,"San Francisco, CA",93,159
First Republic Bank,Loan Data Analyst,126.0,Banks & Credit Unions,"San Francisco, CA",93,159
Acumen,Data and Policy Analyst IV,126.0,Federal Agencies,"Burlingame, CA",93,159
Software Guidance & Assistance,DATA Analyst-Remote,126.0,Staffing & Outsourcing,"San Francisco, CA",93,159
Scale AI,Business Data Analyst,126.0,Enterprise Software & Network Solutions,"San Francisco, CA",93,159
Omada Health,"Data Analyst, Growth",126.0,Health Care Services & Hospitals,"San Francisco, CA",93,159
QuinStreet,Data Analyst,126.0,Advertising & Marketing,"San Mateo, CA",93,159
Softova Inc,Data Analyst,126.0,IT Services,"San Mateo, CA",93,159
LeadStack,Data Analyst,126.0,IT Services,"Foster City, CA",93,159
Chime,"Senior Data Analyst, Member Services",126.0,Banks & Credit Unions,"San Francisco, CA",93,159
Marin City Health and Wellness Center,Data Analyst,126.0,Health Care Services & Hospitals,"Marin City, CA",93,159
TaskRabbit,Senior Data Analyst,126.0,Internet,"San Francisco, CA",93,159
"Staffigo Technical Services, LLC",Junior Data Analyst,126.0,IT Services,"San Francisco, CA",93,159
Diverse Lynx,Business Data Analyst,126.0,IT Services,"San Francisco, CA",93,159
Twitter,"Sr. Data Analyst, Twitter Service Tech",126.0,Internet,"San Francisco, CA",93,159
Ascent,Data Analyst,126.0,Staffing & Outsourcing,"Daly City, CA",93,159
Thermo Fisher Scientific,Data Analyst,126.0,Biotech & Pharmaceuticals,"South San Francisco, CA",93,159
Net2Source,Data Analyst,126.0,Staffing & Outsourcing,"San Francisco, CA",93,159
Vida Health,Senior Data Analyst,99.0,Health Care Services & Hospitals,"San Francisco, CA",82,116
SACC,Web Data Analyst,99.0,IT Services,"San Mateo, CA",82,116
"Netpace, Inc",Data Scientist Analyst,99.0,Enterprise Software & Network Solutions,"Foster City, CA",82,116
Qualys,Finance Data Analyst,99.0,Computer Hardware & Software,"Foster City, CA",82,116
Focal Systems,Data Quality Analyst,99.0,Computer Hardware & Software,"Burlingame, CA",82,116
United IT Solutions,Data Analyst - San Francisco CA / VA - Fulltime,99.0,Consulting,"San Francisco, CA",82,116
Snowflake Computing,HR Data Analyst,99.0,Enterprise Software & Network Solutions,"San Mateo, CA",82,116
Perfect Day,Scientific Data Manager and Analyst,99.0,Biotech & Pharmaceuticals,"Emeryville, CA",82,116
Twitch,Senior Data Analyst - Finance & Platform Analytics,99.0,Internet,"San Francisco, CA",82,116
Infotech Sourcing,Data Analyst,99.0,"Health, Beauty, & Fitness","San Francisco, CA",82,116
ApTask,Business Data Analyst,99.0,IT Services,"San Francisco, CA",82,116
Square,Product Compliance Data Analyst,99.0,Computer Hardware & Software,"San Francisco, CA",82,116
Acumen,Data and Policy Analyst - Statistical Programmer,99.0,Federal Agencies,"Burlingame, CA",82,116
Hinge Health,Principal Data Analyst,99.0,Health Care Services & Hospitals,"San Francisco, CA",82,116
Rose International,Master Data Analyst – SAP MDG Platform,99.0,Staffing & Outsourcing,"San Francisco, CA",82,116
Take-Two,Data Analyst,99.0,Video Games,"Novato, CA",82,116
"Netpace, Inc.",CSV Data Validation Analyst,99.0,Enterprise Software & Network Solutions,"Foster City, CA",82,116
Chinese Community Health Plan,Data and Reporting Analyst,99.0,Insurance Carriers,"San Francisco, CA",82,116
Arkhya Tech,"Position for Lead Data Analyst (Teradata, Oracle, Hadoop)",92.5,IT Services,"San Francisco, CA",65,120
Stem Inc,Fleet Optimization Data Analyst (Solar + Storage),92.5,Energy,"Millbrae, CA",65,120
"Redolent, Inc",Big Data Analyst,92.5,"Health, Beauty, & Fitness","San Mateo, CA",65,120
VLink Inc.,Business Data Analyst,92.5,IT Services,"San Francisco, CA",65,120
Lorven Technologies Inc,Data Analyst,92.5,Accounting,"San Francisco, CA",65,120
"Staffigo Technical Services, LLC",Data Analyst,92.5,IT Services,"San Francisco, CA",65,120
Bank of the West,Senior Lead Data Analytics Analyst,92.5,Banks & Credit Unions,"San Francisco, CA",65,120
Two95 International Inc.,Data Analyst w/ Tealium - Remote Work,92.5,Staffing & Outsourcing,"San Mateo, CA",65,120
Enclipse,Data Analyst,92.5,IT Services,"Oakland, CA",65,120
"PRIMUS Global Services, Inc","Business Data Analyst Excel, Tableau - 100% Remote - Phoenix, Minneapolis, or Des Moines",92.5,Consulting,"San Francisco, CA",65,120
Akraya Inc.,Business Data Analyst - Senior/Director : 20,92.5,Staffing & Outsourcing,"San Francisco, CA",65,120
Redfin,Senior Data Analyst - User Growth,92.5,Real Estate,"San Francisco, CA",65,120
Flexport,Senior Data Analyst,92.5,Logistics & Supply Chain,"San Francisco, CA",65,120
Square,"Senior Compliance Data Analyst, Cash App",92.5,Computer Hardware & Software,"San Francisco, CA",65,120
Kforce,Data Analyst,92.5,Staffing & Outsourcing,"San Ramon, CA",65,120
Bio-Rad,Procurement Data Analyst,92.5,Biotech & Pharmaceuticals,"Hercules, CA",65,120
Saama,Master Data Management (MDM) - Business Systems Analyst,92.5,Computer Hardware & Software,"South San Francisco, CA",65,120
OKCoin,Sr. Data Analyst - Risk Analysis,92.5,Internet,"San Francisco, CA",65,120
Kinship,Lead Data Analyst (Product),92.5,Advertising & Marketing,"San Francisco, CA",65,120
Diverse Lynx,Lead Data Analyst,92.5,IT Services,"San Francisco, CA",65,120
Apex Systems,Alerts Business/Data Analyst,92.5,Staffing & Outsourcing,"San Francisco, CA",65,120
Hazelcast,Senior Business Data Analyst,92.5,Computer Hardware & Software,"San Mateo, CA",65,120
"LeadStack, Inc.",BI Developer - Data Analyst,92.5,IT Services,"Foster City, CA",65,120
Parker Institute for Cancer Immunotherapy,Biological Data Analyst - Remote,92.5,Health Fundraising Organizations,"San Francisco, CA",65,120
University of California Berkeley,Data Systems Analyst (7199U,92.5,Colleges & Universities,"Berkeley, CA",65,120
addastaff,Sr. Business and Data Analyst,66.0,Staffing & Outsourcing,"San Francisco, CA",46,86
HireTalent,Business Data Analyst - Senior/Director,66.0,Staffing & Outsourcing,"San Francisco, CA",46,86
Chime,"Lead Data Analyst, BI/Visualizations",66.0,Banks & Credit Unions,"San Francisco, CA",46,86
APN Software Services Inc.,Epic Clarity Data Analyst,66.0,Computer Hardware & Software,"Oakland, CA",46,86
The Pill Club,Senior Data Analyst,66.0,Health Care Services & Hospitals,"San Mateo, CA",46,86
"TalentBurst, Inc.",Business Data Analyst - Senior/Director,66.0,IT Services,"San Francisco, CA",46,86
Qualys,Sales Finance Data Analyst,66.0,Computer Hardware & Software,"Foster City, CA",46,86
ZS Associates,"Senior Business Technology Analyst - MDM / Data Management (San Francisco area, CA)",66.0,Consulting,"San Francisco, CA",46,86
