,Job Title,Salary Estimate,Company Name,Location,Size,Type of ownership,Industry,Sector
65,"Data Analyst, Retail Media",$51K-$88K (Glassdoor est.),"Criteo
3.9","New York, NY",1001 to 5000 employees,Company - Public,Internet,Information Technology
66,Data Analyst,$51K-$88K (Glassdoor est.),"Royal Communications
3.0","New York, NY",1 to 50 employees,Company - Private,IT Services,Information Technology
67,Portfolio Data Analyst,$51K-$88K (Glassdoor est.),"Neuberger Berman
3.7","New York, NY",1001 to 5000 employees,Company - Private,Investment Banking & Asset Management,Finance
68,Data Science Analyst,$51K-$88K (Glassdoor est.),Greater New York Mutual Insurance Companies (GNY),"New York, NY",-1,-1,-1,-1
69,Data/Reporting Analyst,$51K-$88K (Glassdoor est.),"Diverse Lynx
3.9","New York, NY",501 to 1000 employees,Company - Private,IT Services,Information Technology
70,Data Analyst 2,$51K-$88K (Glassdoor est.),"eTeam Inc.
3.7","New York, NY",51 to 200 employees,Company - Private,Staffing & Outsourcing,Business Services
71,Entry Level Data Analyst,$51K-$88K (Glassdoor est.),impakt Advisors,"New York, NY",1 to 50 employees,Company - Private,Consulting,Business Services
72,Marketing Data Analyst,$51K-$88K (Glassdoor est.),"Current
3.6","New York, NY",201 to 500 employees,Company - Public,-1,-1
73,Data/Information Mgt Analyst,$51K-$88K (Glassdoor est.),"Citi
3.7","New York, NY",10000+ employees,Company - Public,Investment Banking & Asset Management,Finance
74,Business Data Analyst,$51K-$88K (Glassdoor est.),"Axelon Services Corporation
3.6","New York, NY",501 to 1000 employees,Company - Private,Staffing & Outsourcing,Business Services
75,Information Systems Officer (Data Analyst),$51K-$88K (Glassdoor est.),"United Nations
4.1","New York, NY",10000+ employees,Government,Federal Agencies,Government
76,Media Science Big Data Analyst,$51K-$88K (Glassdoor est.),"Discovery Communications, Inc.
3.5","New York, NY",10000+ employees,Company - Public,TV Broadcast & Cable Networks,Media
77,Data Analyst,$51K-$88K (Glassdoor est.),"Randstad
3.7","Jersey City, NJ",1001 to 5000 employees,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services
78,Data Analyst,$51K-$88K (Glassdoor est.),"Mulberry Technology
5.0","New York, NY",1 to 50 employees,Company - Private,-1,-1
79,Data analyst with Python,$51K-$88K (Glassdoor est.),"Two95 International Inc.
4.0","New York, NY",1 to 50 employees,Company - Private,Staffing & Outsourcing,Business Services
80,Data Analyst,$51K-$88K (Glassdoor est.),"SoftStandard Solutions
4.8","New York, NY",51 to 200 employees,Company - Private,-1,-1
81,Data Analyst,$51K-$88K (Glassdoor est.),"EDO, Inc.
5.0","New York, NY",1 to 50 employees,Company - Private,Internet,Information Technology
82,"Healthcare Data Analyst, Qsight",$51K-$88K (Glassdoor est.),"Guidepoint
3.3","New York, NY",501 to 1000 employees,Company - Private,Research & Development,Business Services
83,BA/Data Analyst,$51K-$88K (Glassdoor est.),"Mitchell Martin
4.1","New York, NY",501 to 1000 employees,Company - Private,Staffing & Outsourcing,Business Services
84,Data Analyst Python,$51K-$88K (Glassdoor est.),"Lorven Technologies Inc
4.0","New York, NY",1 to 50 employees,Company - Private,Accounting,Accounting & Legal
85,"Data Analyst, Bitcoin Trading Firm",$51K-$88K (Glassdoor est.),Fintech Recruiters,"New York, NY",Unknown,Company - Private,-1,-1
86,Data Analyst-BA,$51K-$88K (Glassdoor est.),"Sphinix Network Solutions Inc.
1.0","New York, NY",1 to 50 employees,Company - Private,IT Services,Information Technology
87,Data Analytics Solutions Analyst,$51K-$88K (Glassdoor est.),"Praescient Analytics
3.1","New York, NY",51 to 200 employees,Company - Private,Consulting,Business Services
88,Quantitative Data Analyst,$51K-$88K (Glassdoor est.),"Global Atlantic Financial Group
4.5","New York, NY",1001 to 5000 employees,Company - Private,Insurance Carriers,Insurance
89,Data Analyst,$51K-$88K (Glassdoor est.),"FINRA
3.4","New York, NY",1001 to 5000 employees,Nonprofit Organization,Brokerage Services,Finance
90,Data Analyst,$51K-$87K (Glassdoor est.),NYU Langone Medical Center,"New York, NY",-1,-1,-1,-1
91,"Descriptive Analytics Data Analyst, IB",$51K-$87K (Glassdoor est.),"Jefferies
3.6","New York, NY",1001 to 5000 employees,Company - Public,Investment Banking & Asset Management,Finance
92,Data Analyst,$51K-$87K (Glassdoor est.),"RGP
4.1","New York, NY",1001 to 5000 employees,Company - Public,Consulting,Business Services
93,Data Analyst,$51K-$87K (Glassdoor est.),"Tachyon Technologies
4.4","New York, NY",201 to 500 employees,Company - Private,IT Services,Information Technology
94,Data Analyst,$51K-$87K (Glassdoor est.),"Apex Systems
3.8","Jersey City, NJ",1001 to 5000 employees,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services
95,Data Analyst,$51K-$87K (Glassdoor est.),"Hagerty Consulting
3.2","New York, NY",1 to 50 employees,Company - Private,Consulting,Business Services
96,Data Analyst,$51K-$87K (Glassdoor est.),Gainful Health,"New York, NY",1 to 50 employees,Company - Private,Food & Beverage Stores,Retail
97,Business Data Analyst,$51K-$87K (Glassdoor est.),"Cortex consultants LLC
3.8","New York, NY",501 to 1000 employees,Company - Private,Consulting,Business Services
98,Data Analyst,$51K-$87K (Glassdoor est.),"Medly Pharmacy
4.7","Brooklyn, NY",201 to 500 employees,Unknown,Health Care Services & Hospitals,Health Care
99,Healthcare Data Analyst,$51K-$87K (Glassdoor est.),"Fair Health
2.3","New York, NY",1 to 50 employees,Nonprofit Organization,-1,-1
100,Supply Chain Data Analyst,$51K-$87K (Glassdoor est.),"Peloton Interactive
3.8","New York, NY",1001 to 5000 employees,Company - Public,"Health, Beauty, & Fitness",Consumer Services
101,Data Analyst - IBM Tool Set,$51K-$87K (Glassdoor est.),"ektello
4.6","New York, NY",201 to 500 employees,Company - Private,Staffing & Outsourcing,Business Services
