Job Title,Salary Estimate,Company Name,Location,Size,Type of ownership,Industry,Sector
"Senior Business Analyst, Data Management",$98K-$114K (Glassdoor est.),"Plymouth Rock Assurance
3.4","Woodbridge, NJ",1001 to 5000 employees,Company - Private,Insurance Carriers,Insurance
Data Science Analyst II - Mount Sinai Health Partners,$98K-$114K (Glassdoor est.),"Mount Sinai Health System
3.4","New York, NY",10000+ employees,Hospital,Health Care Services & Hospitals,Health Care
NY Healthcare Data/Reporting Analyst,$98K-$114K (Glassdoor est.),"SAT Healthcare
3.5","New York, NY",201 to 500 employees,Company - Private,Health Care Services & Hospitals,Health Care
Data Analyst,$98K-$114K (Glassdoor est.),"Atrium Staffing
3.3","Parsippany, NJ",51 to 200 employees,Company - Private,Staffing & Outsourcing,Business Services
Technical Business Analyst with Retail Banking and Large Data Program,$98K-$114K (Glassdoor est.),"eTeam Inc.
3.7","New York, NY",51 to 200 employees,Company - Private,Staffing & Outsourcing,Business Services
Principal Sales Operations Analyst - Oracle Data Cloud,$98K-$114K (Glassdoor est.),"Oracle
3.6","New York, NY",10000+ employees,Company - Public,Enterprise Software & Network Solutions,Information Technology
QA Production Data Analyst,$98K-$114K (Glassdoor est.),"Metroplus Health Plan
2.7","New York, NY",1001 to 5000 employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care
JPSC-7462 - Data Analyst Lead - Sr. Tableau Lead,$98K-$114K (Glassdoor est.),"Avani Technology Solutions
4.5","Whippany, NJ",501 to 1000 employees,Company - Private,IT Services,Information Technology
Data Services Lead Analyst,$98K-$114K (Glassdoor est.),"Primesoft
2.5","New York, NY",1 to 50 employees,Company - Private,IT Services,Information Technology
"Sr Data Analyst, Go-Live",$98K-$114K (Glassdoor est.),"Riskified
4.4","New York, NY",501 to 1000 employees,Company - Private,Research & Development,Business Services
Data Analyst III- SAS req'd,$98K-$114K (Glassdoor est.),IPro.org,"Great Neck, NY",-1,-1,-1,-1
Senior Healthcare Data Analyst,$98K-$114K (Glassdoor est.),"Cecelia Health
4.3","New York, NY",51 to 200 employees,Company - Private,Health Care Services & Hospitals,Health Care
Regulatory Risk Management Data Analytics and Reporting Analyst,$98K-$114K (Glassdoor est.),"Creative Data Resources
5.0","New York, NY",1 to 50 employees,Company - Private,Staffing & Outsourcing,Business Services
NY Healthcare Data/Reporting Analyst,$98K-$114K (Glassdoor est.),"Systemart LLC
4.4","New York, NY",1 to 50 employees,Company - Private,Computer Hardware & Software,Information Technology
"Specialist, Data and Reporting Analyst - IT Change Management",$98K-$114K (Glassdoor est.),"The Bank of New York Mellon
3.2","Florham Park, NJ",10000+ employees,Company - Public,Investment Banking & Asset Management,Finance
Datastage Developer/Consultant/IBM Websphere Datastage Developer(ETL Data Analyst)-Only Local to NY/,$98K-$114K (Glassdoor est.),"TechProjects
4.8","Jersey City, NJ",1 to 50 employees,Company - Private,IT Services,Information Technology
Data Analyst III- SAS req'd,$98K-$114K (Glassdoor est.),"IPRO
3.0","Lake Success, NY",201 to 500 employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care
Data Warehouse systems analyst,$98K-$114K (Glassdoor est.),"ITech Recruiting
5.0","New York, NY",51 to 200 employees,Company - Public,-1,-1
TX Healthcare Data/Reporting Analyst,$98K-$114K (Glassdoor est.),"RN Staff
3.4","New York, NY",Unknown,Unknown,Staffing & Outsourcing,Business Services
NY Healthcare Data/Reporting Analyst,$98K-$114K (Glassdoor est.),"Abacus Service Corporation
4.2","New York, NY",501 to 1000 employees,Company - Private,Staffing & Outsourcing,Business Services
Sr. Data Analyst - RWE,$98K-$114K (Glassdoor est.),"CyberCoders
4.2","Hoboken, NJ",201 to 500 employees,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services
Data Migration Lead/ Analyst (migration of data to the new target system),$98K-$114K (Glassdoor est.),"TECHNOCRAFT Solutions
3.4","New York, NY",1 to 50 employees,Company - Private,Advertising & Marketing,Business Services
Senior Data Analytics Solutions Analyst,$98K-$114K (Glassdoor est.),"Praescient Analytics
3.1","New York, NY",51 to 200 employees,Company - Private,Consulting,Business Services
Technical Analyst - Access/Identity Data Security,$98K-$114K (Glassdoor est.),C&G Consulting Services,"Hoboken, NJ",-1,-1,-1,-1
Data Analyst - Cardiac Cath Lab,$98K-$114K (Glassdoor est.),"RWJBarnabas Health
3.7","West Orange, NJ",10000+ employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care
Data Quality Management Analyst,$98K-$114K (Glassdoor est.),"Reliable Software Resources
4.0","New York, NY",501 to 1000 employees,Company - Private,IT Services,Information Technology
"Business Analyst (SQL/SQL TOAD, Excel, XML, X12, HL7 messaging, data quality analysis)",$48K-$96K (Glassdoor est.),"MVP Consulting Plus Inc
4.3","New York, NY",201 to 500 employees,Company - Private,Consumer Products Manufacturing,Manufacturing
Senior Teradata Developer / Data Analyst,$48K-$96K (Glassdoor est.),"Capgemini
3.8","Jersey City, NJ",10000+ employees,Company - Public,Enterprise Software & Network Solutions,Information Technology
Data & Interface Analyst,$48K-$96K (Glassdoor est.),"Centers Plan for Healthy Living
2.4","Staten Island, NY",501 to 1000 employees,Company - Private,Health Care Services & Hospitals,Health Care
NY Healthcare Data/Reporting Analyst,$48K-$96K (Glassdoor est.),"RN Staff
3.4","New York, NY",Unknown,Unknown,Staffing & Outsourcing,Business Services
Healthcare Senior Data Analyst - HEDIS,$48K-$96K (Glassdoor est.),Village Care,"New York, NY",Unknown,Company - Private,-1,-1
Data Analyst (Must have PL/SQL and Healthcare background),$48K-$96K (Glassdoor est.),Clear Technology Consulting,"New York, NY",-1,-1,-1,-1
Data Analyst / IT Data & Business Intelligence,$48K-$96K (Glassdoor est.),"Lorven Technologies Inc
4.0","Harrison, NY",1 to 50 employees,Company - Private,Accounting,Accounting & Legal
Sr. Specialist Reporting Data Analyst -Technology,$48K-$96K (Glassdoor est.),"BNY Mellon
3.2","Florham Park, NJ",10000+ employees,Company - Public,Investment Banking & Asset Management,Finance
Sr. Programmer Analyst - Big Data,$48K-$96K (Glassdoor est.),"Norgate Technology Inc
3.3","Jersey City, NJ",51 to 200 employees,Company - Private,Staffing & Outsourcing,Business Services
Senior Data Analyst - FHC - Family Support Center,$48K-$96K (Glassdoor est.),NYU Family Health Centers,"Brooklyn, NY",-1,-1,-1,-1
Data Analyst â Junior,$48K-$96K (Glassdoor est.),"Staffigo Technical Services, LLC
5.0","New York, NY",51 to 200 employees,Company - Private,IT Services,Information Technology
Sr. Principal Metrics Analyst- Data Scientist,$48K-$96K (Glassdoor est.),"The Bank of New York Mellon
3.2","New York, NY",10000+ employees,Company - Public,Investment Banking & Asset Management,Finance
Product & Pricing Data Analyst,$48K-$96K (Glassdoor est.),"HomeBridge Financial Services
3.1","Iselin, NJ",1001 to 5000 employees,Company - Private,Lending,Finance
SAP Data Analyst,$48K-$96K (Glassdoor est.),"Sharp Electronics Corporation
3.9","Montvale, NJ",1001 to 5000 employees,Company - Public,IT Services,Information Technology
"Senior Data Analyst (E-commerce, Marketing)",$48K-$96K (Glassdoor est.),JR Cigar/MC Management,"Whippany, NJ",-1,-1,-1,-1
Clinical Data Designer (Sr. SDTM Programmer/Analyst),$48K-$96K (Glassdoor est.),"Avacend, Inc.
2.5","Woodcliff Lake, NJ",51 to 200 employees,Company - Private,Staffing & Outsourcing,Business Services
Senior Data Analytics Solutions Analyst with Security Clearance,$48K-$96K (Glassdoor est.),"Praescient Analytics
3.1","New York, NY",51 to 200 employees,Company - Private,Consulting,Business Services
"JPSC-7176 - Position 35, 59, 62, 100,101,102, 141,142,166 : Senior Data Analyst",$48K-$96K (Glassdoor est.),"Avani Technology Solutions
4.5","Brooklyn, NY",501 to 1000 employees,Company - Private,IT Services,Information Technology
Senior Billing Data Analyst,$48K-$96K (Glassdoor est.),"Care Design New York
3.2","Bronx, NY",1001 to 5000 employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care
Master Data Analyst,$48K-$96K (Glassdoor est.),"ACT Consulting
4.4","Parsippany, NJ",1 to 50 employees,Company - Private,Consulting,Business Services
Sr. Data Analyst,$48K-$96K (Glassdoor est.),"TekniSMart Solutions
3.8","Franklin Lakes, NJ",1 to 50 employees,Contract,-1,-1
"Senior Functional Analyst SAP Data design, SD/MM/PP",$48K-$96K (Glassdoor est.),"EVERSANA
3.4","New York, NY",1001 to 5000 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals
Data Analyst,$26K-$47K (Glassdoor est.),HOUSING AUTHORITY OF THE COUNTY OF SALT LAKE,"Salt Lake City, UT",51 to 200 employees,Government,Municipal Governments,Government
Data Analyst,$26K-$47K (Glassdoor est.),"CAO Group, INC
2.0","West Jordan, UT",51 to 200 employees,Company - Private,Electrical & Electronic Manufacturing,Manufacturing
Data Analyst,$26K-$47K (Glassdoor est.),"University of Utah
4.2","Salt Lake City, UT",10000+ employees,College / University,Colleges & Universities,Education
Data Analyst,$26K-$47K (Glassdoor est.),"Paladin Consulting Inc
3.6","Salt Lake City, UT",501 to 1000 employees,Company - Private,Computer Hardware & Software,Information Technology
Data Analyst,$26K-$47K (Glassdoor est.),"SunTechPros, Inc.
4.3","Salt Lake City, UT",1 to 50 employees,Company - Private,Consulting,Business Services
Data Analyst,$26K-$47K (Glassdoor est.),"SGI Global, LLC
4.0","Salt Lake City, UT",501 to 1000 employees,Company - Public,-1,-1
Data Engineer / Data Analyst,$26K-$47K (Glassdoor est.),"HCL Global Systems
4.3","Salt Lake City, UT",10000+ employees,Company - Private,Consulting,Business Services
Junior Data Analyst,$26K-$47K (Glassdoor est.),"Abnormal Security
4.1","Lehi, UT",51 to 200 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology
Data Analyst,$26K-$47K (Glassdoor est.),"Vimerse
4.5","Salt Lake City, UT",51 to 200 employees,Company - Private,-1,-1
Data Analyst : 20,$26K-$47K (Glassdoor est.),"Akraya Inc.
4.6","Salt Lake City, UT",51 to 200 employees,Company - Private,Staffing & Outsourcing,Business Services
Data Intelligence - Product Data Quality Analyst (DE - RefData) - Data as a Service,$26K-$47K (Glassdoor est.),"Goldman Sachs
4.0","Salt Lake City, UT",10000+ employees,Company - Public,Investment Banking & Asset Management,Finance
Data Engineer/Data Analyst (REMOTE/Eventually Onsite),$26K-$47K (Glassdoor est.),"Idexcel Inc.
4.1","Salt Lake City, UT",501 to 1000 employees,Company - Private,IT Services,Information Technology
Data Engineer/Analyst,$26K-$47K (Glassdoor est.),"SPECTRAFORCE TECHNOLOGIES Inc.
3.6","Salt Lake City, UT",501 to 1000 employees,Company - Private,Staffing & Outsourcing,Business Services
Quality Data Analyst,$26K-$47K (Glassdoor est.),"Easton Technical Products
2.6","Salt Lake City, UT",201 to 500 employees,Company - Private,Consumer Products Manufacturing,Manufacturing
Technical Data Analyst/Architect,$26K-$47K (Glassdoor est.),"CIVICA INC
3.0","Lehi, UT",1 to 50 employees,Company - Private,-1,-1
Data Governance Analyst II,$26K-$47K (Glassdoor est.),"ENERBANK USA
3.6","Salt Lake City, UT",1 to 50 employees,Company - Public,-1,-1
Big Data Analyst,$26K-$47K (Glassdoor est.),"VED Software Services, Inc.
2.9","Salt Lake City, UT",51 to 200 employees,Company - Private,IT Services,Information Technology
Senior Data Analyst,$26K-$47K (Glassdoor est.),"Ascential
3.4","Salt Lake City, UT",1001 to 5000 employees,Company - Public,Internet,Information Technology
Data Analyst,$26K-$47K (Glassdoor est.),Artius Solutions,"Salt Lake City, UT",-1,-1,-1,-1
"Data Analyst at Salt Lake City, UT",$26K-$47K (Glassdoor est.),"Vimerse
4.5","Salt Lake City, UT",51 to 200 employees,Company - Private,-1,-1
Senior Data Analyst,$26K-$47K (Glassdoor est.),"F5 Networks
3.8","Draper, UT",5001 to 10000 employees,Company - Public,Computer Hardware & Software,Information Technology
Data Scientist/Analyst - Noke,$26K-$47K (Glassdoor est.),"Janus International Group, LLC
2.7","Lehi, UT",501 to 1000 employees,Company - Private,Industrial Manufacturing,Manufacturing
Data Analyst - W2 candidate,$26K-$47K (Glassdoor est.),"ClientSolv Technologies
3.3","American Fork, UT",51 to 200 employees,Company - Private,IT Services,Information Technology
Senior Data Analyst,$26K-$47K (Glassdoor est.),DrangKro Aerospace,"Salt Lake City, UT",-1,-1,-1,-1
Marketing Coordinator / Data Analyst,$26K-$47K (Glassdoor est.),POPi/o Mobile Video Cloud,"Sandy, UT",-1,-1,-1,-1
Senior Data Analyst,$26K-$47K (Glassdoor est.),"Resiliency LLC
5.0","Salt Lake City, UT",1 to 50 employees,Company - Private,-1,-1
Financial Data Analyst,$26K-$47K (Glassdoor est.),"Vivint Solar
3.5","Lehi, UT",1001 to 5000 employees,Company - Public,Energy,"Oil, Gas, Energy & Utilities"
Special Operations (LREC) Incentives and Proficiency Data Analyst,$26K-$47K (Glassdoor est.),"YORKTOWN SYSTEMS GROUP INC
3.5","Riverton, UT",501 to 1000 employees,Company - Private,Consulting,Business Services
Senior Data Analyst,$26K-$47K (Glassdoor est.),"Shape Security
4.1","Draper, UT",51 to 200 employees,Company - Private,IT Services,Information Technology
a. Senior Data and Business Analyst,$31K-$59K (Glassdoor est.),"Connor Group
4.0","Salt Lake City, UT",201 to 500 employees,Company - Private,Accounting,Accounting & Legal
Fund Data Analyst,$31K-$59K (Glassdoor est.),"Vivint Solar
3.5","Lehi, UT",1001 to 5000 employees,Company - Public,Energy,"Oil, Gas, Energy & Utilities"
Sr Python Data Analyst(no c2c) contract w2 only,$31K-$59K (Glassdoor est.),"VED Software Services, Inc.
2.9","Salt Lake City, UT",51 to 200 employees,Company - Private,IT Services,Information Technology
TX Healthcare Data/Reporting Analyst,$31K-$59K (Glassdoor est.),"Abacus Service Corporation
4.2","Salt Lake City, UT",501 to 1000 employees,Company - Private,Staffing & Outsourcing,Business Services
Data Analyst,$47K-$81K (Glassdoor est.),"Robert Half
3.5","Reedley, CA",10000+ employees,Company - Public,Staffing & Outsourcing,Business Services
"Data Analyst, District Office - Accountability Office",$47K-$81K (Glassdoor est.),"TCOE
3.7","Visalia, CA",1 to 50 employees,School / School District,Preschool & Child Care,Education
Data Analyst (Kings County),$47K-$81K (Glassdoor est.),"Public Health Foundation Enterprises, In
3.3","Hanford, CA",1001 to 5000 employees,Nonprofit Organization,Social Assistance,Non-Profit
Tactical Data Link (TDL) Analyst,$43K-$69K (Glassdoor est.),"USfalcon
4.3","Hampton, VA",201 to 500 employees,Company - Private,Aerospace & Defense,Aerospace & Defense
Data Analyst,$43K-$69K (Glassdoor est.),"Hampton University
2.5","Hampton, VA",1001 to 5000 employees,College / University,Colleges & Universities,Education
Data Science Analyst,$43K-$69K (Glassdoor est.),"Collins Consulting Inc
2.7","Norfolk, VA",201 to 500 employees,Company - Private,Consulting,Business Services
Junior Data Analyst,$43K-$69K (Glassdoor est.),"Patient Advocate Foundation
2.7","Hampton, VA",51 to 200 employees,Nonprofit Organization,Social Assistance,Non-Profit
Junior Data Analyst,$43K-$69K (Glassdoor est.),"Staffigo Technical Services, LLC
5.0","Hampton, VA",51 to 200 employees,Company - Private,IT Services,Information Technology
Jr Data Analyst,$43K-$69K (Glassdoor est.),"Orbis, Inc.
4.9","Portsmouth, VA",201 to 500 employees,Company - Private,Architectural & Engineering Services,Business Services
Data Science Analyst,$43K-$69K (Glassdoor est.),"NewGen Technologies
3.0","Norfolk, VA",1 to 50 employees,Company - Private,-1,-1
Data Analyst,$43K-$69K (Glassdoor est.),"Bluemont Technology & Research, Inc.
1.0","Norfolk, VA",1 to 50 employees,Company - Private,-1,-1
